Date	Time	Day	Latitude	Longitude	 Altitude	 Distance
9/9/21	22:20:05	1	-27.396767	151.783966	423.880005	1.484612
9/9/21	22:21:06	1	-27.396765	151.783966	430.209991	0.212087
9/9/21	22:22:07	1	-27.396772	151.783966	427.470001	0.84835
9/9/21	22:23:08	1	-27.396732	151.783936	432.099976	5.37714
9/9/21	22:24:09	1	-27.396784	151.783997	433.339996	8.312587
9/9/21	22:25:10	1	-27.396788	151.783951	434.169983	4.539063
9/9/21	22:26:11	1	-27.396746	151.783951	430.649994	4.665925
9/9/21	22:27:14	1	-27.396734	151.783951	434.929993	1.272525
9/9/21	22:28:16	1	-27.396719	151.783981	438.899994	3.457711
9/9/21	22:29:17	1	-27.396702	151.783951	429.679993	3.566574
9/9/21	22:30:18	1	-27.396685	151.783981	442.519989	3.566574
9/9/21	22:31:19	1	-27.396723	151.783997	434.48999	4.501298
9/9/21	22:32:20	1	-27.396717	151.783936	432.649994	6.059103
9/9/21	22:33:21	1	-27.396727	151.783997	441.139984	6.118205
9/9/21	22:34:23	1	-27.396696	151.784012	452.609985	3.712736
9/9/21	22:35:24	1	-27.396757	151.783951	435	9.075712
9/9/21	22:36:26	1	-27.396736	151.783997	430.699982	5.085853
9/9/21	22:37:27	1	-27.3967	151.783951	433.119995	6.054864
9/9/21	22:38:30	1	-27.396709	151.783966	432.599976	1.842219
9/9/21	22:39:31	1	-27.39674	151.784027	439.660004	6.915422
9/9/21	22:40:33	1	-27.396706	151.784012	446.72998	4.104037
9/9/21	22:41:34	1	-27.396723	151.783966	432.919983	4.905779
9/9/21	22:42:35	1	-27.396696	151.783966	440.959991	2.969225
9/9/21	22:43:38	1	-27.396675	151.783936	449.169983	3.810472
9/9/21	22:44:42	1	-27.396778	151.783981	430.130005	12.312112
9/9/21	22:45:43	1	-27.3967	151.783966	431.599976	8.825105
9/9/21	22:46:45	1	-27.396744	151.783966	428.440002	4.878012
9/9/21	22:47:46	1	-27.396708	151.783966	433.880005	4.029662
9/9/21	22:48:48	1	-27.396748	151.784027	431.910004	7.492968
9/9/21	22:49:49	1	-27.396736	151.783966	427.649994	6.158507
9/9/21	22:50:50	1	-27.39669	151.783997	431.279999	5.914904
9/9/21	22:51:51	1	-27.396744	151.783951	440.169983	7.462465
9/9/21	22:52:52	1	-27.396738	151.783951	443.109985	0.636262
9/9/21	22:53:53	1	-27.396719	151.783966	441.399994	2.601414
9/9/21	22:54:54	1	-27.396734	151.783981	442.639984	2.268928
9/9/21	22:55:55	1	-27.3967	151.783966	446.380005	4.104037
9/9/21	22:56:56	1	-27.396704	151.783966	441.869995	0.424175
9/9/21	22:57:57	1	-27.39673	151.783981	439.509979	3.329496
9/9/21	22:58:58	1	-27.396734	151.783981	436.769989	0.424175
9/9/21	22:59:59	1	-27.39673	151.783936	435.319977	4.539065
9/9/21	23:01:01	1	-27.396708	151.784042	450.679993	10.847591
9/9/21	23:02:02	1	-27.396698	151.783981	439.209991	6.118206
9/9/21	23:03:03	1	-27.396713	151.783966	432.809998	2.268928
9/9/21	23:04:04	1	-27.396698	151.783997	436.199982	3.457712
9/9/21	23:05:05	1	-27.396723	151.783981	436.720001	3.141823
9/9/21	23:06:07	1	-27.396721	151.783951	439.910004	3.020258
9/9/21	23:07:08	1	-27.396709	151.783981	439.73999	3.270519
9/9/21	23:08:11	1	-27.396673	151.784027	444.190002	6.054865
9/9/21	23:09:13	1	-27.396736	151.783981	433.079987	8.331124
9/9/21	23:10:16	1	-27.3967	151.783981	436.72998	4.029662
9/9/21	23:11:17	1	-27.396713	151.783951	439.049988	3.358728
9/9/21	23:12:19	1	-27.396729	151.783981	444.179993	3.457711
9/9/21	23:13:21	1	-27.396696	151.784027	442.529999	5.78124
9/9/21	23:14:22	1	-27.396679	151.783966	443.48999	6.320712
9/9/21	23:15:25	1	-27.396711	151.783966	438.529999	3.605487
9/9/21	23:16:27	1	-27.396681	151.784042	441.75	8.261131
9/9/21	23:17:28	1	-27.396683	151.784073	451.769989	3.020259
9/9/21	23:18:30	1	-27.396774	151.783951	448.72998	15.775552
9/9/21	23:19:31	1	-27.39669	151.783951	444.149994	9.33185
9/9/21	23:20:32	1	-27.396751	151.784012	418.910004	9.075712
9/9/21	23:21:33	1	-27.396717	151.783997	434.779999	4.104037
9/9/21	23:22:34	1	-27.396738	151.783951	435.97998	5.085854
9/9/21	23:23:35	1	-27.396763	151.783966	427.329987	3.141823
9/9/21	23:24:36	1	-27.396774	151.783997	420.639984	3.270518
9/9/21	23:25:37	1	-27.396769	151.78392	435.839996	7.558828
9/9/21	23:26:38	1	-27.396807	151.78392	423.319977	4.24175
9/9/21	23:27:40	1	-27.396816	151.78392	425.539978	1.060437
9/9/21	23:28:41	1	-27.396832	151.783997	415.319977	7.720737
9/9/21	23:29:42	1	-27.396988	151.784134	433.160004	22.051328
9/9/21	23:30:43	1	-27.397234	151.784225	427.269989	28.813586
9/9/21	23:31:47	1	-27.397335	151.78418	442.839996	12.115069
9/9/21	23:32:48	1	-27.397388	151.784271	424.440002	10.814667
9/9/21	23:33:49	1	-27.397388	151.78421	426.329987	6.025568
9/9/21	23:34:50	1	-27.397429	151.78421	428.829987	4.453837
9/9/21	23:35:51	1	-27.397417	151.784241	419.449982	3.270502
9/9/21	23:36:52	1	-27.397419	151.784424	451.259979	18.077942
9/9/21	23:37:55	1	-27.397427	151.784302	438.169983	12.080955
9/9/21	23:38:56	1	-27.397459	151.784424	443.799988	12.578921
9/9/21	23:39:58	1	-27.39749	151.784332	443.289978	9.654368
9/9/21	23:41:02	1	-27.397331	151.784271	433.819977	18.605974
9/9/21	23:42:04	1	-27.397333	151.784241	432.940002	3.020241
9/9/21	23:43:05	1	-27.397299	151.78421	448.419983	4.863204
9/9/21	23:44:07	1	-27.397383	151.784241	433.329987	9.806135
9/9/21	23:45:08	1	-27.397337	151.784241	431.72998	5.0901
9/9/21	23:46:10	1	-27.397425	151.784317	426.369995	12.325195
9/9/21	23:47:11	1	-27.397404	151.784286	428.849976	3.810456
9/9/21	23:48:12	1	-27.397362	151.784302	427.049988	4.903068
9/9/21	23:49:14	1	-27.397358	151.784225	414.630005	7.543896
9/9/21	23:50:17	1	-27.397337	151.784286	415.449982	6.46144
9/9/21	23:51:19	1	-27.397329	151.784302	424.699982	1.728848
9/9/21	23:52:20	1	-27.397346	151.784286	430.349976	2.431602
9/9/21	23:53:23	1	-27.397385	151.784271	417.059998	4.501295
9/9/21	23:54:26	1	-27.397362	151.784225	441.779999	5.186543
9/9/21	23:55:29	1	-27.397394	151.784271	427.630005	5.781219
9/9/21	23:56:30	1	-27.397371	151.784302	417.910004	3.943874
9/9/21	23:57:31	1	-27.397345	151.784256	420.269989	5.407334
9/9/21	23:58:33	1	-27.397373	151.784256	417.949982	3.181312
9/9/21	23:59:34	1	-27.397324	151.784195	418.47998	8.167908
10/9/21	0:00:37	2	-27.397346	151.784302	426.199982	10.847534
10/9/21	0:01:39	2	-27.397354	151.784302	438	0.84835
10/9/21	0:02:41	2	-27.397343	151.784286	435.47998	1.971938
