AEST Date	AEST Time	Day	Latitude	Longitude	 Altitude	 Distance
9/9/21	21:02:02	1	0	0	-37.259998	0
9/9/21	21:06:19	1	0	0	-37.259998	0
9/9/21	21:08:36	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:37	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:38	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:39	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:40	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:41	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:42	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:43	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:44	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:45	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:46	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:47	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:48	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:49	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:50	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:51	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:52	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:53	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:54	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:55	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:56	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:57	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:58	1	-27.396698	151.783981	442.899994	0
9/9/21	21:08:59	1	-27.396698	151.783981	442.899994	0
9/9/21	21:09:00	1	-27.396698	151.783981	442.899994	0
9/9/21	21:09:01	1	-27.396698	151.783981	442.899994	0
9/9/21	21:09:02	1	-27.396698	151.783981	442.899994	0
9/9/21	21:09:03	1	-27.396698	151.783981	442.899994	0
9/9/21	21:09:04	1	-27.396698	151.783981	442.899994	0
9/9/21	21:09:05	1	-27.396708	151.783966	449.359985	1.842219
9/9/21	21:09:06	1	-27.396708	151.783951	448.73999	1.506401
9/9/21	21:09:07	1	-27.396709	151.783951	447.309998	0.212087
9/9/21	21:09:08	1	-27.396708	151.783951	446.549988	0.212087
9/9/21	21:09:09	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:10	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:11	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:12	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:13	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:14	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:15	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:16	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:17	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:18	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:19	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:20	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:21	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:22	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:23	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:24	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:25	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:26	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:27	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:28	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:29	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:30	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:31	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:32	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:33	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:34	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:35	1	-27.396708	151.783951	446.549988	0
9/9/21	21:09:36	1	-27.396717	151.783905	439.759979	4.641953
9/9/21	21:09:37	1	-27.396719	151.783905	439.470001	0.212087
9/9/21	21:09:38	1	-27.396721	151.78389	439.619995	1.521258
9/9/21	21:09:39	1	-27.396725	151.78389	439.339996	0.424175
9/9/21	21:09:40	1	-27.396725	151.78389	439.199982	0
9/9/21	21:09:41	1	-27.396725	151.783875	439.209991	1.506401
9/9/21	21:09:42	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:43	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:44	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:45	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:46	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:47	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:48	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:49	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:50	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:51	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:52	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:53	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:54	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:55	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:56	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:57	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:58	1	-27.396725	151.783875	439.209991	0
9/9/21	21:09:59	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:00	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:01	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:02	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:03	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:04	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:05	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:06	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:07	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:08	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:09	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:10	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:11	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:12	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:13	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:14	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:15	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:16	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:17	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:18	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:19	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:20	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:21	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:22	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:23	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:24	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:25	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:26	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:27	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:28	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:29	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:30	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:31	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:32	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:33	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:34	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:35	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:36	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:37	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:38	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:39	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:40	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:41	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:42	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:43	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:44	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:45	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:46	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:47	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:48	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:49	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:50	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:51	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:52	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:53	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:54	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:55	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:56	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:57	1	-27.396725	151.783875	439.209991	0
9/9/21	21:10:58	1	-27.396725	151.783875	439.209991	0
