Date	Time	Day	Latitude	Average_Lat	Longitude	Average_Long
9/9/21	21:10:01	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:02	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:03	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:04	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:05	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:06	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:07	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:08	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:09	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:10	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:11	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:12	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:13	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:17	1	-27.397476	151.782181	428.329987	0
9/9/21	21:10:18	1	-27.397511	151.782181	419.539978	3.817575
9/9/21	21:10:19	1	-27.397505	151.782181	419.569977	0.636262
9/9/21	21:10:20	1	-27.397505	151.782181	419.559998	0
9/9/21	21:10:21	1	-27.397501	151.782181	419.48999	0.424175
9/9/21	21:10:22	1	-27.397501	151.782181	419.48999	0
9/9/21	21:10:23	1	-27.397501	151.782181	419.48999	0
9/9/21	21:10:24	1	-27.397501	151.782181	419.48999	0
9/9/21	21:10:25	1	-27.397501	151.782181	419.48999	0
9/9/21	21:10:26	1	-27.397501	151.782181	419.48999	0
9/9/21	21:10:27	1	-27.397495	151.782181	418.459991	0.636262
9/9/21	21:10:28	1	-27.397495	151.782181	418.470001	0
9/9/21	21:10:29	1	-27.397495	151.782181	418.470001	0
9/9/21	21:10:30	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:31	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:32	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:33	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:34	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:35	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:36	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:37	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:38	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:39	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:40	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:41	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:42	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:43	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:44	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:45	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:46	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:47	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:48	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:49	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:50	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:51	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:52	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:53	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:54	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:55	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:56	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:57	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:58	1	-27.397495	151.782181	418.459991	0
9/9/21	21:10:59	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:00	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:01	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:02	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:03	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:04	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:05	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:06	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:07	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:08	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:09	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:10	1	-27.397495	151.782181	418.459991	0
9/9/21	21:11:11	1	-27.397495	151.782181	419.25	0
9/9/21	21:11:12	1	-27.397495	151.782181	419.289978	0
9/9/21	21:11:13	1	-27.397495	151.782181	419.289978	0
9/9/21	21:11:14	1	-27.397495	151.782181	419.25	0
9/9/21	21:11:15	1	-27.397495	151.782181	419.25	0
9/9/21	21:11:16	1	-27.397495	151.782181	419.25	0
9/9/21	21:11:17	1	-27.397497	151.782181	419.220001	0.212087
9/9/21	21:11:18	1	-27.397499	151.782181	419.289978	0.212087
9/9/21	21:11:19	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:20	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:21	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:22	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:23	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:24	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:25	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:26	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:27	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:28	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:29	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:30	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:31	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:32	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:33	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:34	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:35	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:39	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:40	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:41	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:42	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:43	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:44	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:45	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:46	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:47	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:48	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:49	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:50	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:51	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:52	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:53	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:54	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:55	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:56	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:57	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:58	1	-27.397499	151.782181	419.269989	0
9/9/21	21:11:59	1	-27.397499	151.782181	419.269989	0
9/9/21	21:12:00	1	-27.397499	151.782181	419.269989	0
9/9/21	21:12:01	1	-27.397499	151.782181	419.269989	0
